study,phase,mechanism,repeat_scope,dimension,stratum,offered,both_correct,full_only_correct,candidate_only_correct,both_wrong,full_correct,candidate_correct,oracle_correct,oracle_accuracy,oracle_at_least_95pct,interpretation
negative-calibration-study04,DEVELOPMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,overwritten_writes,1+,10,0,0,0,10,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,all,all,32,0,4,0,28,4,0,4,0.125,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,closure_records,1,11,0,4,0,7,4,0,4,0.36363636363636365,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,closure_records,3+,21,0,0,0,21,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,family,record-lookup,11,0,4,0,7,4,0,4,0.36363636363636365,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,family,record-updates,10,0,0,0,10,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,family,reference-chain,11,0,0,0,11,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,max_retained_position_permille,0-333,2,0,0,0,2,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,max_retained_position_permille,334-666,6,0,2,0,4,2,0,2,0.3333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,max_retained_position_permille,667-1000,24,0,2,0,22,2,0,2,0.08333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,min_retained_position_permille,0-333,12,0,0,0,12,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,min_retained_position_permille,334-666,14,0,2,0,12,2,0,2,0.14285714285714285,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,min_retained_position_permille,667-1000,6,0,2,0,4,2,0,2,0.3333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,overwritten_writes,0,22,0,4,0,18,4,0,4,0.18181818181818182,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_0,overwritten_writes,1+,10,0,0,0,10,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,all,all,32,0,4,0,28,4,0,4,0.125,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,closure_records,1,11,0,4,0,7,4,0,4,0.36363636363636365,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,closure_records,3+,21,0,0,0,21,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,family,record-lookup,11,0,4,0,7,4,0,4,0.36363636363636365,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,family,record-updates,10,0,0,0,10,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,family,reference-chain,11,0,0,0,11,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,max_retained_position_permille,0-333,2,0,0,0,2,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,max_retained_position_permille,334-666,6,0,2,0,4,2,0,2,0.3333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,max_retained_position_permille,667-1000,24,0,2,0,22,2,0,2,0.08333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,min_retained_position_permille,0-333,12,0,0,0,12,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,min_retained_position_permille,334-666,14,0,2,0,12,2,0,2,0.14285714285714285,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,min_retained_position_permille,667-1000,6,0,2,0,4,2,0,2,0.3333333333333333,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,overwritten_writes,0,22,0,4,0,18,4,0,4,0.18181818181818182,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,pair_1,overwritten_writes,1+,10,0,0,0,10,0,0,0,0.0,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,all,all,32,0,4,0,28,4,0,4,0.125,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,closure_records,1,11,0,4,0,7,4,0,4,0.36363636363636365,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,closure_records,3+,21,0,0,0,21,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,family,record-lookup,11,0,4,0,7,4,0,4,0.36363636363636365,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,family,record-updates,10,0,0,0,10,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,family,reference-chain,11,0,0,0,11,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,0-333,2,0,0,0,2,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,334-666,6,0,2,0,4,2,0,2,0.3333333333333333,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,667-1000,24,0,2,0,22,2,0,2,0.08333333333333333,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,0-333,12,0,0,0,12,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,334-666,14,0,2,0,12,2,0,2,0.14285714285714285,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,667-1000,6,0,2,0,4,2,0,2,0.3333333333333333,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,overwritten_writes,0,22,0,4,0,18,4,0,4,0.18181818181818182,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-budget-control-study04,DEVELOPMENT,matched-budget-slice-v1,one_arm_correct_in_all_repeats,overwritten_writes,1+,10,0,0,0,10,0,0,0,0.0,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,all,all,128,10,13,24,81,23,34,47,0.3671875,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,closure_records,1,43,10,11,12,10,21,22,33,0.7674418604651163,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,closure_records,3+,85,0,2,12,71,2,12,14,0.16470588235294117,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,family,record-lookup,43,10,11,12,10,21,22,33,0.7674418604651163,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,family,record-updates,42,0,1,8,33,1,8,9,0.21428571428571427,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,family,reference-chain,43,0,1,4,38,1,4,5,0.11627906976744186,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,max_retained_position_permille,0-333,10,2,4,1,3,6,3,7,0.7,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,max_retained_position_permille,334-666,26,4,7,6,9,11,10,17,0.6538461538461539,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,max_retained_position_permille,667-1000,92,4,2,17,69,6,21,23,0.25,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,min_retained_position_permille,0-333,51,2,5,5,39,7,7,12,0.23529411764705882,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,min_retained_position_permille,334-666,47,4,6,12,25,10,16,22,0.46808510638297873,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,min_retained_position_permille,667-1000,30,4,2,7,17,6,11,13,0.43333333333333335,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,overwritten_writes,0,86,10,12,16,48,22,26,38,0.4418604651162791,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_0,overwritten_writes,1+,42,0,1,8,33,1,8,9,0.21428571428571427,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,all,all,128,10,13,24,81,23,34,47,0.3671875,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,closure_records,1,43,10,11,12,10,21,22,33,0.7674418604651163,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,closure_records,3+,85,0,2,12,71,2,12,14,0.16470588235294117,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,family,record-lookup,43,10,11,12,10,21,22,33,0.7674418604651163,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,family,record-updates,42,0,1,8,33,1,8,9,0.21428571428571427,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,family,reference-chain,43,0,1,4,38,1,4,5,0.11627906976744186,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,max_retained_position_permille,0-333,10,2,4,1,3,6,3,7,0.7,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,max_retained_position_permille,334-666,26,4,7,6,9,11,10,17,0.6538461538461539,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,max_retained_position_permille,667-1000,92,4,2,17,69,6,21,23,0.25,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,min_retained_position_permille,0-333,51,2,5,5,39,7,7,12,0.23529411764705882,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,min_retained_position_permille,334-666,47,4,6,12,25,10,16,22,0.46808510638297873,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,min_retained_position_permille,667-1000,30,4,2,7,17,6,11,13,0.43333333333333335,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,overwritten_writes,0,86,10,12,16,48,22,26,38,0.4418604651162791,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,pair_1,overwritten_writes,1+,42,0,1,8,33,1,8,9,0.21428571428571427,False,Conditional observed-output ceiling; no inter-repeat mixing or population guarantee.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,all,all,128,10,13,24,81,23,34,47,0.3671875,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,closure_records,1,43,10,11,12,10,21,22,33,0.7674418604651163,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,closure_records,3+,85,0,2,12,71,2,12,14,0.16470588235294117,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,family,record-lookup,43,10,11,12,10,21,22,33,0.7674418604651163,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,family,record-updates,42,0,1,8,33,1,8,9,0.21428571428571427,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,family,reference-chain,43,0,1,4,38,1,4,5,0.11627906976744186,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,0-333,10,2,4,1,3,6,3,7,0.7,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,334-666,26,4,7,6,9,11,10,17,0.6538461538461539,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,max_retained_position_permille,667-1000,92,4,2,17,69,6,21,23,0.25,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,0-333,51,2,5,5,39,7,7,12,0.23529411764705882,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,334-666,47,4,6,12,25,10,16,22,0.46808510638297873,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,min_retained_position_permille,667-1000,30,4,2,7,17,6,11,13,0.43333333333333335,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,overwritten_writes,0,86,10,12,16,48,22,26,38,0.4418604651162791,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,one_arm_correct_in_all_repeats,overwritten_writes,1+,42,0,1,8,33,1,8,9,0.21428571428571427,False,Choose one observed arm per request that is correct in every repeat; no opportunistic mixing.
